"Sandia", 59.90, 1071
"Durazno", 277.75, 776
"Zuccini", 77.42, 666
"Sandia", 45.17, 828
"Caqui", 823.54, 94
"Papa", 14.65, 980
"Lechuga", 43.10, 1008
"Durazno", 150.24, 752
"Sandia", 54.03, 756
"Uva", 709.19, 345
"Durazno", 270.47, 744
"Naranja", 19.77, 1070
"Durazno", 165.52, 792
"Durazno", 153.66, 848
"Cebolla", 65.93, 656
"Repollo", 8.12, 567
"Lechuga", 33.51, 900
"Ajo", 865.39, 120
"Morron", 2955.40, 642
"Pepino", 34.80, 560
"Palta", 1214.76, 360
"Manzana", 140.86, 850
"Zanahoria", 31.28, 588
"Sandia", 76.79, 810
"Esparrago", 616.15, 206
"Naranja", 6.79, 940
"Pepino", 39.67, 555
"Mandarina", 21.72, 1080
"Morron", 2948.85, 564
"Naranja", 17.04, 970
"Frutilla", 295.81, 342
"Apio", 63.54, 270
"Melon", 103.37, 412
"Kinoto", 33.21, 160
"Pepino", 33.58, 470
"Zuccini", 75.25, 486
"Lima", 1353.40, 176
"Frutilla", 272.51, 267
"Durazno", 138.75, 944
"TomCherry", 522.76, 216
"TomCherry", 578.49, 206
"Calabaza", 18.27, 728
"Naranja", 12.26, 800
"Rabanito", 216.34, 345
"Papa", 17.40, 1060
"Calabaza", 25.70, 880
"Lima", 1373.96, 220
"Papa", 12.51, 970
"Repollo", 2.09, 658
"Mandarina", 13.69, 980
"TomCherry", 525.17, 194
"Calabaza", 25.58, 880
"Durazno", 283.95, 760
"Naranja", 17.11, 920
"Limon", 307.93, 623
"Calabaza", 26.14, 808
"Esparrago", 640.39, 208
"TomCherry", 559.94, 206
"Alcachofa", 135.36, 297
"Banana", 53.61, 830
"TomCherry", 562.10, 200
"Naranja", 9.43, 920
"Repollo", 6.79, 560
"Durazno", 262.39, 672
"Brocoli", 345.70, 388
"Acelga", 18.70, 1062
"Pera", 140.45, 870
"Frutilla", 316.82, 315
"Batata", 22.62, 1020
"Melon", 93.86, 460
"Morron", 2993.16, 522
"Champignon", 3683.35, 119
"Palta", 443.98, 550
"Calabaza", 21.22, 656
"Melon", 106.84, 452
"Cereza", 1033.70, 216
"Cebolla", 50.65, 728
"Manzana", 142.92, 1100
"Apio", 59.68, 348
"Cebolla", 62.78, 856
"Sandia", 59.35, 1044
"Manzana", 141.14, 880
"Ciruela", 986.85, 909
"Morron", 2969.66, 600
"Pepino", 32.02, 530
"Mandarina", 18.01, 820
"Coliflor", 20.82, 535
"Apio", 54.22, 342
"Naranja", 15.78, 990
"Pomelo", 36.36, 783
"Palta", 1177.61, 348
"Acelga", 13.39, 819
"Sandia", 56.89, 1053
"Limon", 334.86, 651
"Naranja", 9.10, 1070
"Pepino", 27.87, 490
"Esparrago", 642.57, 224
"Lima", 1374.28, 188
"Durazno", 291.29, 888
"Mandarina", 21.73, 910
"Lima", 1233.59, 210
"Lima", 946.77, 164
"Frambuesa", 2118.71, 119
"Cebolla", 59.56, 768
"Lima", 1386.81, 190
"Choclo", 69.90, 264
"Naranja", 12.89, 880
"Durazno", 285.93, 704
"Lechuga", 43.70, 936
"Lima", 1398.85, 212
"Kiwi", 461.19, 348
"Ciruela", 986.58, 846
"Palta", 1108.84, 420
"Lima", 1199.76, 162
"Naranja", 9.49, 850
"Zanahoria", 25.16, 720
"Zuccini", 97.56, 528
"Pepino", 31.58, 470
"Pepino", 44.31, 465
"Choclo", 53.59, 330
"Zanahoria", 36.84, 606
"Alcachofa", 132.23, 291
"Palta", 1153.46, 320
"Naranja", 7.96, 1110
"Cereza", 1081.49, 210
"Batata", 18.38, 890
"Lechuga", 46.35, 801
"Durazno", 185.11, 872
"Palta", 1204.03, 388
"Naranja", 13.02, 1100
"Naranja", 13.71, 970
"Lima", 1243.14, 228
"Berenjena", 56.87, 558
"Cebolla", 57.40, 800
"Batata", 22.63, 830
"Uva", 700.04, 243
"Brocoli", 392.21, 432
"Repollo", 6.16, 637
"Melon", 105.80, 420
"Esparrago", 591.95, 164
"Mandarina", 18.44, 1180
"Alcachofa", 115.96, 327
"Frutilla", 296.08, 339
"Berenjena", 63.84, 594
"Cebolla", 68.00, 688
"Naranja", 10.63, 810
"Berenjena", 54.54, 564
"Batata", 21.81, 990
"Zanahoria", 37.60, 708
"Mandarina", 26.01, 1140
"Pomelo", 54.75, 810
"Berenjena", 61.03, 630
"Melon", 117.29, 360
"Kinoto", 38.48, 216
"Limon", 302.97, 672
"Esparrago", 595.95, 202
"Kinoto", 41.86, 218
"Cereza", 971.19, 190
"Durazno", 163.75, 672
"Pera", 147.66, 1180
"Mandarina", 22.45, 1100
"Durazno", 265.59, 944
"Zanahoria", 42.43, 540
"Palta", 463.75, 535
"Lima", 1227.70, 220
"Frutilla", 273.92, 288
"Manzana", 142.18, 1110
"Pera", 159.84, 1200
"Melon", 91.11, 464
"Naranja", 24.23, 950
"Ciruela", 980.97, 801
"Naranja", 18.63, 830
"Morron", 2921.64, 594
"Lima", 1166.30, 180
"Ciruela", 924.98, 954
"Tomate", 706.01, 837
"TomCherry", 545.03, 224
"Durazno", 277.48, 792
"Esparrago", 633.83, 214
"Champignon", 3586.10, 108
"Kinoto", 35.47, 160
"Melon", 93.13, 392
"Palta", 476.46, 490
"Coliflor", 40.20, 430
"Melon", 109.56, 424
"Naranja", 15.96, 1170
"Naranja", 7.78, 910
"Batata", 21.91, 830
"Caqui", 842.79, 89
"Pomelo", 38.19, 828
"Palta", 498.77, 500
"Kiwi", 452.25, 356
"Calabaza", 10.70, 768
"Cebolla", 70.21, 680
"Choclo", 57.42, 348
"Papa", 20.84, 1170
"Ajo", 952.46, 82
"Cebolla", 71.37, 688
"Repollo", 2.08, 819
"Melon", 111.51, 472
"Champignon", 3622.06, 100
"Kinoto", 31.42, 164
"Champignon", 3603.13, 94
"Palta", 488.26, 425
"Zanahoria", 35.07, 636
"Batata", 17.82, 1170
"Lima", 1038.97, 220
"Lechuga", 44.62, 1035
"Limon", 306.92, 756
"Frambuesa", 2064.47, 100
"Melon", 96.22, 376
"Alcachofa", 138.13, 312
"Frambuesa", 2130.96, 93
"Repollo", 7.93, 735
"Coliflor", 34.88, 525
"Sandia", 69.09, 738
"Naranja", 16.19, 1150
"Pomelo", 48.31, 747
"Kiwi", 422.59, 396
"Frambuesa", 2066.05, 100
"Durazno", 129.24, 736
"Mandarina", 29.46, 810
"Ajo", 891.60, 117
"Repollo", 4.54, 637
"Mandarina", 23.51, 970
"Cereza", 1042.62, 202
"Lima", 1012.12, 166
"TomCherry", 541.82, 180
"Mandarina", 11.55, 970
"Higo", 2520.33, 82
"Tomate", 728.72, 765
"Acelga", 14.46, 819
"Papa", 17.99, 1080
"Choclo", 55.92, 324
"Ajo", 876.99, 117
"Batata", 21.24, 880
"Frutilla", 298.64, 348
"Ajo", 902.64, 103
"Morron", 2956.00, 558
"Ciruela", 949.93, 1026
"Kiwi", 427.78, 404
"Uva", 689.18, 321
"Durazno", 241.60, 864
"Ajo", 939.75, 93
"Mandarina", 20.08, 1100
"Repollo", 4.93, 721
"Tomate", 711.67, 1035
"Manzana", 140.85, 1140
"Alcachofa", 117.42, 246
"Manzana", 145.80, 880
"Lima", 1364.47, 210
"Naranja", 7.34, 960
"Tomate", 723.20, 900
"Durazno", 157.21, 800
"Naranja", 17.24, 1200
"Ajo", 903.84, 94
"Mandarina", 25.06, 910
"Rabanito", 219.56, 246
"Durazno", 146.03, 784
"Kiwi", 406.40, 380
"Frambuesa", 2084.26, 99
"Alcachofa", 153.56, 252
"Sandia", 48.62, 720
"Durazno", 154.22, 840
"Coliflor", 28.56, 455
"Tomate", 709.09, 1053
"Papa", 10.52, 910
"Brocoli", 352.84, 380
"Lima", 1193.22, 188
"Durazno", 140.17, 816
"Durazno", 275.85, 744
"Pepino", 43.87, 435
"Frutilla", 261.73, 285
"Coliflor", 27.15, 510
"Ciruela", 978.66, 837
"Uva", 746.51, 309
"Uva", 716.62, 339
"Mandarina", 29.73, 970
"Manzana", 129.90, 1100
"Lechuga", 43.68, 882
"Manzana", 135.99, 1190
"Pepino", 34.77, 430
"Alcachofa", 135.13, 336
"Pomelo", 42.73, 909
"Rabanito", 227.53, 264
"Durazno", 137.10, 864
"Cebolla", 66.88, 712
"Banana", 65.09, 1100
"Naranja", 14.00, 1010
"Palta", 1090.16, 452
"Lechuga", 41.12, 828
"Morron", 2870.13, 552
"Palta", 1147.45, 456
"Cereza", 980.57, 230
"Durazno", 320.70, 792
"Zuccini", 89.02, 480
"Mandarina", 20.22, 800
"Alcachofa", 156.17, 345
"Palta", 1103.45, 480
"Tomate", 778.36, 972
"Lima", 1424.83, 216
"Mandarina", 11.35, 1010
"Pomelo", 49.05, 981
"TomCherry", 538.17, 226
"Pomelo", 51.88, 927
"Ciruela", 967.17, 765
"Durazno", 163.76, 816
"Mandarina", 24.56, 1180
"Mandarina", 16.98, 980
"Banana", 62.36, 940
"Frutilla", 269.59, 336
"Calabaza", 19.43, 776
"Pomelo", 55.55, 918
"Lima", 1361.73, 216
"Caqui", 856.74, 101
"Lima", 1072.31, 182
"Brocoli", 331.67, 384
"Papa", 18.04, 860
"Frambuesa", 2071.74, 94
"Esparrago", 632.55, 190
"Palta", 1156.57, 352
"Tomate", 779.50, 1008
"Ajo", 956.15, 101
"Uva", 694.27, 318
"Lima", 1266.91, 160
"Ciruela", 954.97, 981
"Banana", 61.30, 920
"Alcachofa", 150.26, 336
"Limon", 318.72, 700
"Calabaza", 25.77, 880
"TomCherry", 556.27, 180
"Zanahoria", 42.32, 570
"Durazno", 178.96, 744
"Cebolla", 57.81, 648
"Pomelo", 46.08, 873
"Ciruela", 993.63, 738
"Alcachofa", 155.86, 246
"Kiwi", 433.09, 340
"Durazno", 120.89, 832
"Higo", 2483.10, 106
"Kiwi", 422.88, 448
"Alcachofa", 146.03, 345
"Higo", 2550.19, 98
"Uva", 709.27, 294
"Banana", 62.43, 900
"Ciruela", 951.17, 909
"Ajo", 965.44, 116
"Calabaza", 25.01, 800
"Coliflor", 30.93, 405
"Durazno", 167.37, 864
"Lima", 1341.66, 236
"Choclo", 58.11, 309
"Batata", 20.76, 1080
"Esparrago", 601.84, 200
"Repollo", 7.10, 798
"Papa", 22.22, 1000
"Repollo", 5.09, 588
"Palta", 481.49, 520
"Coliflor", 28.98, 530
"Durazno", 124.08, 960
"Durazno", 276.23, 880
"Morron", 2977.05, 600
"Lima", 1026.58, 224
"Rabanito", 211.85, 291
"Repollo", 6.00, 672
"Champignon", 3576.67, 115
"Limon", 277.22, 560
"Mandarina", 22.99, 1000
"Ajo", 910.52, 90
"Higo", 2596.50, 101
"Pepino", 36.01, 495
"Zuccini", 85.93, 522
"Champignon", 3657.76, 93
"Durazno", 273.28, 688
"Banana", 58.79, 920
"Cebolla", 73.05, 768
"Caqui", 820.10, 92
"Rabanito", 241.84, 297
"Melon", 106.37, 396
"Lima", 1348.83, 234
"Palta", 1165.57, 456
"Durazno", 254.71, 912
"Manzana", 137.23, 840
"Calabaza", 11.78, 872
"Cereza", 976.69, 226
"Cebolla", 74.35, 800
"Champignon", 3549.47, 96
"Ajo", 930.73, 96
"Limon", 353.19, 833
"Mandarina", 16.44, 960
"Morron", 2920.80, 654
"Durazno", 149.31, 936
"Ciruela", 973.00, 774
"Lima", 1069.32, 216
"Uva", 763.04, 333
"Coliflor", 17.89, 445
"Limon", 286.26, 686
"Caqui", 814.16, 91
"Ajo", 912.20, 113
"Zuccini", 88.37, 588
"Durazno", 268.63, 872
"Uva", 732.19, 258
"Lechuga", 41.47, 765
"Zanahoria", 41.81, 690
"Frambuesa", 1955.49, 120
"Rabanito", 216.20, 357
"Mandarina", 22.45, 950
"Higo", 2523.63, 83
"Mandarina", 14.27, 850
"Berenjena", 59.96, 618
"Calabaza", 19.94, 912
"Champignon", 3685.31, 118
"Tomate", 757.37, 846
"Manzana", 135.13, 1200
"Limon", 356.85, 798
"Manzana", 122.56, 910
"Rabanito", 223.67, 360
"Ciruela", 958.13, 801
"Durazno", 150.68, 960
"Morron", 2954.79, 660
"Cereza", 1022.66, 208
"Batata", 26.50, 820
"Higo", 2454.89, 113
"Durazno", 148.43, 680
"Rabanito", 219.42, 270
"Pomelo", 36.73, 729
"Naranja", 13.39, 840
"Caqui", 870.93, 112
"Tomate", 708.61, 846
"Alcachofa", 160.36, 357
"Durazno", 250.02, 744
"Batata", 17.92, 930
"Berenjena", 55.09, 636
"Kinoto", 34.37, 180
"Brocoli", 344.99, 364
"Brocoli", 366.33, 320
"Pomelo", 60.72, 936
"Mandarina", 12.35, 1090
"Cebolla", 63.87, 872
"Kiwi", 468.99, 460
"Zanahoria", 28.61, 612
"Cereza", 982.29, 214
"Coliflor", 34.70, 420
"Lima", 1328.83, 230
"Melon", 88.39, 480
"Kinoto", 32.00, 174
"Champignon", 3590.56, 111
"Naranja", 16.12, 1080
"Cereza", 1049.87, 230
"Repollo", 5.24, 714
"Alcachofa", 119.55, 282
"Repollo", 6.12, 630
"Choclo", 46.92, 324
"Papa", 19.06, 1010
"Kiwi", 433.67, 384
"Pomelo", 50.31, 873
"Higo", 2425.08, 108
"Naranja", 10.20, 850
"Palta", 507.43, 465
"Durazno", 166.10, 960
"Apio", 67.29, 300
"Zanahoria", 30.84, 558
"Papa", 16.63, 1120
"Palta", 1146.27, 428
"Lima", 1362.92, 192
"Banana", 75.98, 1130
"Coliflor", 34.41, 430
"Mandarina", 24.23, 1060
"Palta", 1118.87, 328
